customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,aggregatedWinnerCode,previousLegEventId,roundInfo.name,roundInfo.cupRoundType,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.aggregated,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.aggregated,time.injuryTime3,time.injuryTime4,awayRedCards,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,homeScore.penalties,awayScore.penalties,isAwarded,coverage,choice_1,choice_X,choice_2
XdcsYdc,3,False,,,,False,11135577,1680629400,maccabi-tel-aviv-maccabi-haifa,False,"Premier League, Championship Round",premier-league-championship-round,Israel,israel,Football,football,1,66,israel,IL,Premier League,premier-league,Israel,israel,Football,football,1,66,israel,IL,0,266,False,False,False,False,0,10812,29.0,100,Ended,finished,Maccabi Tel Aviv,maccabi-tel-aviv,M. Tel-Aviv,Football,football,1,0,MTA,False,0,5198,IL,Israel,[],#52b030,#52b030,#ffffff,Maccabi Haifa,maccabi-haifa,M. Haifa,Football,football,1,0,MAH,False,0,5197,IL,Israel,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,8.0,1680636703.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680636706,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.3,3.3
Vebsdfb,3,False,,,,False,10721838,1680784200,torres-carrarese,False,"Serie C, Girone B",serie-c-girone-b,Italy,italy,Football,football,1,31,italy,IT,"Serie C, Girone B",serie-c-girone-b,Italy,italy,Football,football,1,31,italy,IT,0,11447,False,False,False,False,0,37885,36.0,100,Ended,finished,Torres,torres,Torres,Football,football,1,0,TOR,False,0,2753,IT,Italy,[],#52b030,#52b030,#ffffff,Carrarese,carrarese,Carrarese,Football,football,1,0,CAR,False,0,2745,IT,Italy,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1680790910.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680790912,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.75,2.55
HmbseNi,2,True,,,,False,11013960,1680688800,jubilo-iwata-sagan-tosu,False,"J. League Cup, Group A",j-league-cup-group-a,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,5755,3.0,100,Ended,finished,Jubilo Iwata,jubilo-iwata,Jubilo Iwata,Football,football,1,0,JUB,False,0,3132,JP,Japan,[],#52b030,#52b030,#ffffff,Sagan Tosu,sagan-tosu,S. Tosu,Football,football,1,0,TOS,,0,21904,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1680695725.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680695728,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.3,3.0
MmbsRmb,1,False,,,,False,11013959,1680688800,hokkaido-consadole-sapporo-yokohama-marinos,False,"J. League Cup, Group A",j-league-cup-group-a,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,5755,3.0,100,Ended,finished,Yokohama F. Marinos,yokohama-f-marinos,Yokohama FM,Football,football,1,0,MAR,False,0,3137,JP,Japan,[],#52b030,#52b030,#ffffff,Hokkaido Consadole Sapporo,hokkaido-consadole-sapporo,Sapporo,Football,football,1,0,HCS,,0,3142,JP,Japan,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,1680695758.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680695761,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,3.8,3.8
VmbsCcc,3,True,,,,False,11013961,1680688800,kawasaki-frontale-urawa-red-diamonds,False,"J. League Cup, Group B",j-league-cup-group-b,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,5756,3.0,100,Ended,finished,Kawasaki Frontale,kawasaki-frontale,Kawasaki,Football,football,1,0,KAW,,0,5127,JP,Japan,[],#52b030,#52b030,#ffffff,Urawa Red Diamonds,urawa-red-diamonds,Urawa Reds,Football,football,1,0,URD,False,0,3145,JP,Japan,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1680695645.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680695648,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,3.2,2.75
ImbsfNi,1,True,,,,False,11013962,1680688800,shimizu-s-pulse-shonan-bellmare,False,"J. League Cup, Group B",j-league-cup-group-b,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,5756,3.0,100,Ended,finished,Shonan Bellmare,shonan-bellmare,Shonan,Football,football,1,0,SHO,,0,21905,JP,Japan,[],#52b030,#52b030,#ffffff,Shimizu S-Pulse,shimizu-s-pulse,Shimizu,Football,football,1,0,SHI,,0,3133,JP,Japan,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1680695841.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680695845,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.3,3.3
KmbsWmb,2,False,,,,False,11013963,1680688800,vissel-kobe-sanfrecce-hiroshima,False,"J. League Cup, Group C",j-league-cup-group-c,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,42510,3.0,100,Ended,finished,Vissel Kobe,vissel-kobe,Vissel Kobe,Football,football,1,0,VIK,False,0,3146,JP,Japan,[],#52b030,#52b030,#ffffff,Sanfrecce Hiroshima,sanfrecce-hiroshima,Hiroshima,Football,football,1,0,SAN,,0,3135,JP,Japan,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,5.0,,,1680692725.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1680695602,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.75,1.62
LmbslQc,1,True,,,,False,11013968,1680690600,yokohama-fc-nagoya-grampus,False,"J. League Cup, Group C",j-league-cup-group-c,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,42510,3.0,100,Ended,finished,Nagoya Grampus,nagoya-grampus,Nagoya,Football,football,1,0,NGE,False,0,3136,JP,Japan,[],#52b030,#52b030,#ffffff,Yokohama FC,yokohama-fc,Yokohama,Football,football,1,0,YOK,,0,7061,JP,Japan,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,4.0,1680697550.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680698012,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,4.0,5.5
PmbsDcc,1,True,,,,False,11013965,1680688800,albirex-niigata-kashiwa-reysol,False,"J. League Cup, Group D",j-league-cup-group-d,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,42511,3.0,100,Ended,finished,Albirex Niigata,albirex-niigata,Albirex Niigata,Football,football,1,0,ALB,False,0,5128,JP,Japan,[],#52b030,#52b030,#ffffff,Kashiwa Reysol,kashiwa-reysol,Kashiwa,Football,football,1,0,REY,,0,3140,JP,Japan,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1680695727.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680695732,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.2,2.88
JmbsTmb,1,True,,,,False,11013964,1680688800,avispa-fukuoka-kashima-antlers,False,"J. League Cup, Group D",j-league-cup-group-d,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,42511,3.0,100,Ended,finished,Kashima Antlers,kashima-antlers,Kashima,Football,football,1,0,KAS,,0,3134,JP,Japan,[],#52b030,#52b030,#ffffff,Avispa Fukuoka,avispa-fukuoka,Fukuoka,Football,football,1,0,AVI,,0,3143,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1680695630.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680695632,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,3.4,4.75
NmbsXmb,1,True,,,,False,11013967,1680688800,fc-tokyo-gamba-osaka,False,"J. League Cup, Group E",j-league-cup-group-e,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,111211,3.0,100,Ended,finished,Gamba Osaka,gamba-osaka,Gamba Osaka,Football,football,1,0,GAM,,0,3138,JP,Japan,[],#52b030,#52b030,#ffffff,FC Tokyo,fc-tokyo,Tokyo,Football,football,1,0,TOK,,0,3147,JP,Japan,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,1680692700.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1680695851,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,3.3,3.8
QmbsZmb,1,True,,,,False,11013966,1680688800,kyoto-sanga-fc-cerezo-osaka,False,"J. League Cup, Group E",j-league-cup-group-e,Japan,japan,Football,football,1,52,japan,JP,J. League Cup,j-league-cup,Japan,japan,Football,football,1,52,japan,JP,0,101,False,False,False,False,0,111211,3.0,100,Ended,finished,Kyoto Sanga FC,kyoto-sanga-fc,Kyoto Sanga,Football,football,1,0,KYO,,0,3149,JP,Japan,[],#52b030,#52b030,#ffffff,Cerezo Osaka,cerezo-osaka,Cerezo Osaka,Football,football,1,0,CER,,0,3141,JP,Japan,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1680695724.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680695728,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.25,2.0
GwosBRmc,1,True,,,,False,11070147,1680703200,fs-jelgava-sk-super-nova,False,Virsliga,virsliga,Latvia,latvia,Football,football,1,163,latvia,LV,Virsliga,virsliga,Latvia,latvia,Football,football,1,163,latvia,LV,0,197,False,False,False,False,0,1279,4.0,100,Ended,finished,FS Jelgava,fs-jelgava,Jelgava,Football,football,1,0,JEL,False,0,36081,LV,Latvia,[],#52b030,#52b030,#ffffff,SK Super Nova,sk-super-nova,SK Super Nova,Football,football,1,0,SUN,,0,282126,LV,Latvia,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1680706920.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1680709854,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,3.5,2.8
tzCsLBib,1,True,,,,False,11070146,1680710400,rfs-fk-liepaja,False,Virsliga,virsliga,Latvia,latvia,Football,football,1,163,latvia,LV,Virsliga,virsliga,Latvia,latvia,Football,football,1,163,latvia,LV,0,197,False,False,False,False,0,1279,4.0,100,Ended,finished,RFS,rfs,RFS,Football,football,1,0,RFS,False,0,68718,LV,Latvia,[],#52b030,#52b030,#ffffff,FK Liepaja,fk-liepaja,Liepāja,Football,football,1,0,LIE,False,0,146336,LV,Latvia,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1680714240.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1680717272,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.67,4.0,3.8
