customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,time.injuryTime1,time.injuryTime2,time.injuryTime3,time.injuryTime4,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,coverage,choice_1,choice_X,choice_2
gnsln,3,True,True,True,1.0,False,10932772,1688318100,molde-fk-bodoglimt,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,0,False,False,20,True,False,163,5,12.0,,,100,Ended,finished,Bodø/Glimt,bodoglimt,Bodø/Glimt,Football,football,1,0,BOG,False,0,656,NO,Norway,[],#52b030,#52b030,#ffffff,Molde FK,molde-fk,Molde,Football,football,1,0,MFK,False,0,661,NO,Norway,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,7.0,7.0,,,1688325393.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688325395,1.0,NO,NO,,,,2.1,3.8,3.2
OqkcshlJc,1,True,True,True,1.0,False,11351951,1688243400,asociacion-deportiva-tarma-deportivo-binacional,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Asociacion Deportiva Tarma,asociacion-deportiva-tarma,Asociacion Deportiva Tarma,Football,football,1,0,ASO,False,0,335557,PE,Peru,[],#52b030,#52b030,#ffffff,Deportivo Binacional,deportivo-binacional,Binacional,Football,football,1,0,EDB,,0,275839,PE,Peru,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688250471.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688250473,2.0,PE,PE,1.0,,,1.67,4.0,5.25
iWsJwId,3,True,True,True,1.0,False,11351956,1688252400,deportivo-garcilaso-melgar,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Deportivo Garcilaso,deportivo-garcilaso,Deportivo Garcilaso,Football,football,1,0,DEP,False,0,458584,PE,Peru,[],#52b030,#52b030,#ffffff,Melgar,melgar,Melgar,Football,football,1,0,MEL,False,0,2308,PE,Peru,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,6.0,7.0,,,1688259661.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688259665,,PE,PE,,,,2.4,3.2,3.1
lWsGPc,2,True,True,True,1.0,False,11351952,1688261400,deportivo-municipal-alianza-lima,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Deportivo Municipal,deportivo-municipal,Municipal,Football,football,1,0,MUN,,0,7031,PE,Peru,[],#52b030,#52b030,#ffffff,Alianza Lima,alianza-lima,Alianza Lima,Football,football,1,0,ALI,False,0,2311,PE,Peru,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,4.0,5.0,,,1688268463.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688268467,,PE,PE,,,,9.0,5.25,1.33
cWsGtu,1,True,True,True,1.0,False,11351954,1688320800,union-comercio-club-sporting-cristal,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Club Sporting Cristal,club-sporting-cristal,Sporting Cristal,Football,football,1,0,CRI,False,0,2302,PE,Peru,[],#52b030,#52b030,#ffffff,Unión Comercio,union-comercio,Comercio,Football,football,1,0,UNI,,0,48431,PE,Peru,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,6.0,5.0,,,1688327968.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688327972,1.0,PE,PE,1.0,,,1.2,7.0,13.0
VUacsNanc,2,True,True,True,1.0,False,11351953,1688329800,club-atletico-grau-carlos-mannucci,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Club Atlético Grau,club-atletico-grau,Atlético Grau,Football,football,1,0,CAG,,0,282538,PE,Peru,[],#52b030,#52b030,#ffffff,Carlos A. Mannucci,carlos-a-mannucci,Carlos Mannucci,Football,football,1,0,MAN,,0,252245,PE,Peru,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,0.0,2.0,2.0,,,,,4.0,7.0,,,1688337221.0,['time.currentPeriodStart'],1688337956,,PE,PE,1.0,,,1.44,4.5,7.0
hLsRL,2,True,True,True,1.0,False,10923035,1688216400,ifk-varnamo-degerfors-if,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Degerfors IF,degerfors-if,Degerfors,Football,football,1,0,DEG,,0,1807,SE,Sweden,[],#52b030,#52b030,#ffffff,IFK Värnamo,ifk-varnamo,Värnamo,Football,football,1,0,VAR,,0,1842,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,2.0,4.0,,,1688223122.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688223125,,SE,SE,,,,2.4,3.3,2.88
oKsMK,2,True,True,True,1.0,False,10923029,1688216400,if-brommapojkarna-aik,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,IF Brommapojkarna,if-brommapojkarna,Brommapojkarna,Football,football,1,0,BRO,,0,1787,SE,Sweden,[],#52b030,#52b030,#ffffff,AIK,aik,AIK,Football,football,1,0,AIK,False,0,1764,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,4.0,7.0,,,1688223476.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688223479,,SE,SE,,,,3.1,3.4,2.3
TKsRM,1,True,True,True,1.0,False,10923248,1688225400,malmo-ff-ik-sirius,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Malmö FF,malmo-ff,Malmö,Football,football,1,0,MAL,False,0,1892,SE,Sweden,[],#52b030,#52b030,#ffffff,IK Sirius,ik-sirius,Sirius,Football,football,1,0,SIR,,0,1793,SE,Sweden,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,,1688232301.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1688232305,1.0,SE,SE,,,,1.33,5.25,8.5
lKsrK,3,False,True,True,1.0,False,10923018,1688302800,halmstads-bk-ifk-goteborg,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Halmstads BK,halmstads-bk,Halmstad,Football,football,1,0,HAL,,0,1767,SE,Sweden,[],#52b030,#52b030,#ffffff,IFK Göteborg,ifk-goteborg,Göteborg,Football,football,1,0,IFK,False,0,1761,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,7.0,3.0,,,1688310090.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688310092,,SE,SE,,,,2.4,3.2,3.1
kKsuK,3,True,True,True,1.0,False,10923251,1688302800,ifk-norrkoping-bk-hacken,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,IFK Norrköping,ifk-norrkoping,Norrköping,Football,football,1,0,NKP,False,0,1769,SE,Sweden,[],#52b030,#52b030,#ffffff,BK Häcken,bk-hacken,Häcken,Football,football,1,0,HAC,False,0,1760,SE,Sweden,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,3.0,4.0,,,1688309591.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688309594,,SE,SE,,,,4.5,4.2,1.67
jKsbRc,1,True,True,True,1.0,False,10923247,1688311800,varbergs-bois-djurgardens-if,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Djurgårdens IF,djurgardens-if,Djurgården,Football,football,1,0,DJU,False,0,1759,SE,Sweden,[],#52b030,#52b030,#ffffff,Varbergs BoIS,varbergs-bois,Varberg,Football,football,1,0,VBG,,0,7101,SE,Sweden,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,1688318393.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688318396,,SE,SE,,,,1.25,6.0,11.0
uVbsuLi,1,True,True,True,1.0,False,11232160,1688338800,jamaica-saint-kitts-and-nevis,False,"CONCACAF Gold Cup, Group A",concacaf-gold-cup-group-a,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,99,3328,3.0,,,100,Ended,finished,Jamaica,jamaica,Jamaica,Football,football,1,0,JAM,False,0,4769,JM,Jamaica,[],#52b030,#52b030,#ffffff,Saint Kitts and Nevis,saint-kitts-and-nevis,St. Kitts And Nevis,Football,football,1,0,KNA,False,0,21819,KN,Saint Kitts and Nevis,[],#52b030,#52b030,#ffffff,5.0,5.0,2.0,3.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,6.0,,,1688346154.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1688346158,,,,,,,1.01,21.0,67.0
zUbsmdc,1,True,True,True,1.0,False,11347197,1688338800,trinidad-and-tobago-usa,False,"CONCACAF Gold Cup, Group A",concacaf-gold-cup-group-a,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,99,3328,3.0,,,100,Ended,finished,USA,usa,USA,Football,football,1,0,USA,False,0,4724,US,USA,[],#52b030,#52b030,#ffffff,Trinidad and Tobago,trinidad-and-tobago,Trinidad and Tobago,Football,football,1,0,TTO,False,0,5162,TT,Trinidad and Tobago,[],#52b030,#52b030,#ffffff,6.0,6.0,3.0,3.0,6.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,,1688346051.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688346215,,,,,,,1.09,10.0,21.0
CWbsEUc,1,True,True,True,1.0,False,11232153,1688346000,haiti-honduras,False,"CONCACAF Gold Cup, Group B",concacaf-gold-cup-group-b,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,98,3329,3.0,,,100,Ended,finished,Honduras,honduras,Honduras,Football,football,1,0,HON,False,0,4827,HN,Honduras,[],#52b030,#52b030,#ffffff,Haiti,haiti,Haiti,Football,football,1,0,HAI,False,0,7229,HT,Haiti,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,2.0,9.0,,,1688355321.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688355324,,,,,,,3.2,3.4,2.3
GVbsRVb,2,True,True,True,1.0,False,11232161,1688346000,qatar-mexico,False,"CONCACAF Gold Cup, Group B",concacaf-gold-cup-group-b,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,98,3329,3.0,,,100,Ended,finished,Mexico,mexico,Mexico,Football,football,1,0,MEX,False,0,4781,MX,Mexico,[],#52b030,#52b030,#ffffff,Qatar,qatar,Qatar,Football,football,1,0,QAT,False,0,4792,QA,Qatar,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,4.0,10.0,,,1688355433.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688355438,,,,,,,1.33,5.25,9.0
zWbsZVc,2,True,True,True,1.0,False,11232165,1688254200,guadeloupe-cuba,False,"CONCACAF Gold Cup, Group D",concacaf-gold-cup-group-d,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,96,72316,2.0,,,100,Ended,finished,Cuba,cuba,Cuba,Football,football,1,0,CUB,False,0,4824,CU,Cuba,[],#52b030,#52b030,#ffffff,Guadeloupe,guadeloupe,Guadeloupe,Football,football,1,0,GP,False,0,7299,GP,Guadeloupe,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,4.0,4.0,3.0,1.0,4.0,,,,,5.0,,,,1688261224.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688261228,,,,1.0,,,4.33,3.25,1.95
cVbsndc,3,True,True,True,1.0,False,11232172,1688261400,guatemala-canada,False,"CONCACAF Gold Cup, Group D",concacaf-gold-cup-group-d,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,96,72316,2.0,,,100,Ended,finished,Guatemala,guatemala,Guatemala,Football,football,1,0,GUA,False,0,5163,GT,Guatemala,[],#52b030,#52b030,#ffffff,Canada,canada,Canada,Football,football,1,0,CAN,False,0,4752,CA,Canada,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,1688270495.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688270498,,,,,,,5.5,4.0,1.6
OXycsrzAc,2,True,True,True,1.0,False,11034991,1688238000,valour-fc-cavalry-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,0,False,False,13470,True,False,84,72112,1.0,,,100,Ended,finished,Valour FC,valour-fc,Valour,Football,football,1,0,VAL,,0,313717,CA,Canada,[],#52b030,#52b030,#ffffff,Cavalry FC,cavalry-fc,Cavalry,Football,football,1,0,CAV,,0,309889,CA,Canada,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,3.0,5.0,,,1688242293.0,"['status.code', 'status.description', 'status.type']",1688245430,,CA,CA,,,,2.4,3.2,2.62
PXycsXlKd,2,True,True,True,1.0,False,11035007,1688329800,vancouver-fc-york-united-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,0,False,False,13470,True,False,84,72112,1.0,,,100,Ended,finished,Vancouver FC,vancouver-fc,Vancouver,Football,football,1,0,VAN,False,0,463097,CA,Canada,[],#52b030,#52b030,#ffffff,York United FC,york-united-fc,York United,Football,football,1,0,YORK,False,0,309890,CA,Canada,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,2.0,7.0,,,1688334012.0,"['status.code', 'status.description', 'status.type']",1688337234,,CA,CA,,,,3.25,3.25,2.0
REjbslBKc,3,True,True,True,1.0,False,10986830,1688252100,san-diego-loyal-sc-indy-eleven,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Indy Eleven,indy-eleven,Indy Eleven,Football,football,1,0,IEL,,0,148992,US,USA,[],#52b030,#52b030,#ffffff,San Diego Loyal SC,san-diego-loyal-sc,San Diego Loyal SC,Football,football,1,0,SAN,,0,338811,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,3.0,8.0,,,1688259373.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688259377,,US,US,1.0,,,2.45,3.4,2.45
KxjsvQDb,3,True,True,True,1.0,False,10986827,1688252400,pittsburgh-riverhounds-louisville-city-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Pittsburgh Riverhounds,pittsburgh-riverhounds,Pittsburgh Riverhounds,Football,football,1,0,PIT,,0,23635,US,USA,[],#52b030,#52b030,#ffffff,Louisville City FC,louisville-city-fc,Louisville City,Football,football,1,0,LOU,,0,197070,US,USA,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,1688259523.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688259527,,US,US,,,,1.95,3.2,3.6
pQDbsgmMb,1,True,True,True,1.0,False,10986832,1688259600,miami-fc-colorado-springs-switchbacks-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Colorado Springs Switchbacks FC,colorado-springs-switchbacks-fc,Switchbacks FC,Football,football,1,0,CSS,,0,197065,US,USA,[],#52b030,#52b030,#ffffff,Miami FC,miami-fc,Miami FC,Football,football,1,0,MIA,,0,218106,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,1688266760.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688266763,,US,US,,,,1.7,3.75,4.2
JRLbsruzc,1,True,True,True,1.0,False,10986824,1688259600,birmingham-legion-fc-san-antonio-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,San Antonio FC,san-antonio-fc,San Antonio,Football,football,1,0,SAN,,0,217134,US,USA,[],#52b030,#52b030,#ffffff,Birmingham Legion FC,birmingham-legion-fc,Birmingham Legion,Football,football,1,0,BIR,False,0,310967,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,3.0,5.0,,,1688266833.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688266835,,US,US,,,,1.7,3.8,4.2
GkzcsHkzc,2,True,True,True,1.0,False,10986831,1688261400,el-paso-locomotive-fc-new-mexico-united,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,El Paso Locomotive FC,el-paso-locomotive-fc,Locomotive,Football,football,1,0,PAS,False,0,310532,US,USA,[],#52b030,#52b030,#ffffff,New Mexico United,new-mexico-united,New Mexico United,Football,football,1,0,NEW,,0,310531,US,USA,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,5.0,,,1688268562.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688268567,,US,US,,,,1.8,3.75,3.8
GfMbsUtmd,1,True,True,True,1.0,False,10986828,1688263200,monterey-bay-fc-orange-county-sc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Orange County SC,orange-county-sc,Orange County SC,Football,football,1,0,OC,False,0,217781,US,USA,[],#52b030,#52b030,#ffffff,Monterey Bay FC,monterey-bay-fc,Monterey Bay,Football,football,1,0,MON,False,0,405944,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,3.0,6.0,,,1688270503.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688270507,,US,US,,,,1.95,3.3,3.6
rHqsYMkc,2,True,True,True,1.0,False,10986829,1688265000,fc-tampa-bay-rowdies-las-vegas-lights,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Las Vegas Lights,las-vegas-lights,Las Vegas Lights,Football,football,1,0,LAS,,0,276898,US,USA,[],#52b030,#52b030,#ffffff,FC Tampa Bay Rowdies,fc-tampa-bay-rowdies,Tampa Bay,Football,football,1,0,TAM,,0,41617,US,USA,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,1.0,4.0,,,1688272057.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688272061,,US,US,,,,3.6,3.3,1.85
tFlbsvuzc,1,True,True,True,1.0,False,10986826,1688266800,memphis-901-fc-phoenix-rising-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Phoenix Rising FC,phoenix-rising-fc,Phoenix Rising,Football,football,1,0,PHO,,0,154018,US,USA,[],#52b030,#52b030,#ffffff,Memphis 901 FC,memphis-901-fc,Memphis 901,Football,football,1,0,MEM,,0,310970,US,USA,[],#52b030,#52b030,#ffffff,6.0,6.0,3.0,3.0,6.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,,1688274118.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688274122,,US,US,,,,2.15,3.5,2.88
