customId,winnerCode,hasGlobalHighlights,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,detailId,homeRedCards,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,aggregatedWinnerCode,awayRedCards,previousLegEventId,homeScore.aggregated,awayScore.aggregated,hasXg,hasEventPlayerStatistics,hasEventPlayerHeatMap,homeScore.penalties,awayScore.penalties
fOsvP,3,True,False,11067530,1685818800,fortaleza-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,9,100,Ended,finished,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,61987,FOR,False,False,0,2020,BR,Brazil,[],#0000ff,#ff0000,#ff0000,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,0,0,0,0,0,0,0,0,0,0,11.0,7.0,1685826361,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1685826428,1.0,,,,,,,,,,True,True,True,,
eOsfO,3,True,False,11067549,1686432600,bahia-cruzeiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,10,100,Ended,finished,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,73672,CRU,False,False,0,1954,BR,Brazil,[],#0033cc,#0033cc,#0033cc,2,2,1,1,2,2,2,2,0,2,7.0,8.0,1686440005,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1686440007,1.0,,,,,,,,,,True,True,True,,
fOsnO,1,True,False,11067329,1687393800,palmeiras-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,11,100,Ended,finished,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,193414,PAL,False,False,0,1963,BR,Brazil,[],#339966,#336633,#336633,1,1,0,1,1,0,0,0,0,0,5.0,7.0,1687400967,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1687400970,1.0,,,,,,,,,,True,True,True,,
fOslO,1,True,False,11067346,1687642200,fluminense-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,12,100,Ended,finished,Fluminense,fluminense,Fluminense,M,Football,football,1,93910,FLU,False,False,0,1961,BR,Brazil,[],#660000,#006633,#006633,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,2,2,0,2,2,1,1,1,0,1,6.0,7.0,1687649348,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1687649352,1.0,1.0,,,,,,,,,True,True,True,,
fOsBtc,2,True,False,11067488,1688247000,gremio-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,13,100,Ended,finished,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,BR,Brazil,[],#3399ff,#000033,#000033,1,1,1,0,1,2,2,1,1,2,4.0,7.0,1688254170,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688254205,1.0,,,,,,,,,,True,True,True,,
fOsBtc,3,True,False,11335833,1688515200,gremio-bahia,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,BR,Copa do Brasil,copa-do-brasil,#34a348,#f2ba1c,Brazil,brazil,Football,football,1,13,brazil,BR,133138,373,False,False,False,False,0,283,27,100,Ended,finished,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,BR,Brazil,[],#3399ff,#000033,#000033,1,1,0,1,1,1,1,0,1,1,2.0,9.0,1688522343,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688522345,1.0,,Quarterfinal,quarterfinal,4.0,,,,,,,True,True,,
fOscJu,3,True,False,11067551,1688842800,cuiaba-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,14,100,Ended,finished,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,26115,CUI,False,False,0,49202,BR,Brazil,[],#ffffff,#006600,#006600,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,1,1,1,0,1,1,1,0,1,1,7.0,6.0,1688849959,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688849963,1.0,,,,,,,,,,True,True,True,,
fOsBtc,1,True,False,11345679,1689199200,gremio-bahia,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,BR,Copa do Brasil,copa-do-brasil,#34a348,#f2ba1c,Brazil,brazil,Football,football,1,13,brazil,BR,133138,373,False,False,False,False,0,283,27,120,AP,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,BR,Brazil,[],#3399ff,#000033,#000033,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,5,1,0,1,1,4,1,1,0,1,5.0,5.0,1689211041,"['homeScore.normaltime', 'awayScore.normaltime']",1689211600,1.0,,Quarterfinal,quarterfinal,4.0,1.0,,11335833.0,2.0,2.0,,True,True,4.0,3.0
fOsrO,1,True,False,11067567,1689543000,athletico-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,15,100,Ended,finished,Athletico,athletico,Athletico,M,Football,football,1,64168,CAP,False,False,0,1967,BR,Brazil,[],#000000,#cc0000,#cc0000,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,2,2,2,0,2,0,0,0,0,0,6.0,5.0,1689549996,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689549998,1.0,,,,,,,,,,True,True,True,,
fOshO,3,True,False,11067589,1690061400,corinthians-bahia,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,251366,325,True,False,True,False,390,83,16,100,Ended,finished,Bahia,bahia,Bahia,M,Football,football,1,55741,BAH,False,False,0,1955,BR,Brazil,[],#ffffff,#333399,#333399,Corinthians,corinthians,Corinthians,M,Football,football,1,161531,COR,False,False,0,1957,BR,Brazil,[],#ffffff,#000000,#000000,0,0,0,0,0,0,0,0,0,0,2.0,6.0,1690068603,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690068605,1.0,,,,,,,,,,True,True,True,,
