customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,awayRedCards,homeRedCards,homeScore.overtime,homeScore.penalties,awayScore.overtime,awayScore.penalties,coverage,choice_1,choice_X,choice_2
NhosLaCb,2,True,,,,False,11328662,1688914500,fk-banga-gargzdai-dainava-alytus,False,A Lyga,a-lyga,Lithuania,lithuania,Football,football,1,160,lithuania,A Lyga,a-lyga,Lithuania,lithuania,Football,football,1,160,lithuania,0,False,False,198,False,False,0,1260,21.0,,,100,Ended,finished,Dainava Alytus,dainava-alytus,Dainava,Football,football,1,0,DAA,False,0,192536,LT,Lithuania,[],#52b030,#52b030,#ffffff,FK Banga Gargždai,fk-banga-gargzdai,Banga,Football,football,1,0,BAN,False,0,35388,LT,Lithuania,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,1688918280.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1688921309,LT,LT,,,,,,,,2.1,3.4,2.88
CqbsGqb,1,True,,,,False,11021149,1688821200,negeri-sembilan-johor-darul-tazim,False,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,0,False,False,1000,False,False,0,3938,16.0,,,100,Ended,finished,Johor Darul Ta'zim,johor-darul-tazim,JDT,Football,football,1,0,JOH,,0,3327,MY,Malaysia,[],#52b030,#52b030,#ffffff,Negeri Sembilan,negeri-sembilan,Negeri Sembilan,Football,football,1,0,NEG,,0,3331,MY,Malaysia,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1688825160.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688828220,MY,MY,,,,,,,,1.05,9.5,21.0
xqbsFqb,1,True,,,,False,11021148,1688821200,penang-kelantan-fa,False,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,0,False,False,1000,False,False,0,3938,16.0,,,100,Ended,finished,Penang,penang,Penang,Football,football,1,0,PEN,,0,3330,MY,Malaysia,[],#52b030,#52b030,#ffffff,Kelantan FA,kelantan-fa,Kelantan,Football,football,1,0,KEL,False,0,3322,MY,Malaysia,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,,,1688825280.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688828357,MY,MY,,,,,,,,1.33,5.0,6.0
yqbsEfF,1,True,,,,False,11021146,1688894100,sri-pahang-fc-selangor-football-club,False,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,0,False,False,1000,False,False,0,3938,16.0,,,100,Ended,finished,Sri Pahang FC,sri-pahang-fc,Pahang,Football,football,1,0,PAH,,0,75279,MY,Malaysia,[],#52b030,#52b030,#ffffff,Selangor Football Club,selangor-football-club,Selangor FC,Football,football,1,0,SEL,False,0,3323,MY,Malaysia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1688898000.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688901121,MY,MY,,,,,,,,2.8,3.5,2.15
OqbszCfb,2,True,,,,False,11021147,1688907600,kedah-pdrm-fc,False,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,0,False,False,1000,False,False,0,3938,16.0,,,100,Ended,finished,PDRM FC,pdrm-fc,PDRM,Football,football,1,0,PDR,False,0,138874,MY,Malaysia,[],#52b030,#52b030,#ffffff,Kedah,kedah,Kedah,Football,football,1,0,KDA,,0,3339,MY,Malaysia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,1688914586.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688914589,MY,MY,,,,,,,,4.5,3.8,1.6
FnsLp,2,False,,,,False,10934291,1688821200,kfum-oslo-hodd-il,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Hødd IL,hodd-il,Hødd,Football,football,1,0,HOD,,0,680,NO,Norway,[],#52b030,#52b030,#ffffff,KFUM Oslo,kfum-oslo,KFUM Oslo,Football,football,1,0,KFU,,0,786,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1688827989.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688827991,NO,NO,,,,,,,,4.33,3.6,1.85
rnsdt,1,False,,,,False,10934298,1688821200,mjondalen-ik-start,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,IK Start,ik-start,Start,Football,football,1,0,STA,,0,667,NO,Norway,[],#52b030,#52b030,#ffffff,Mjøndalen,mjondalen,Mjøndalen,Football,football,1,0,MJO,,0,903,NO,Norway,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1688827922.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688827926,NO,NO,,,,,,,,1.75,4.0,4.2
iosEt,2,False,,,,False,10934295,1688821200,sandnes-ulf-ranheim-il,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Ranheim IL,ranheim-il,Ranheim,Football,football,1,0,RAN,,0,708,NO,Norway,[],#52b030,#52b030,#ffffff,Sandnes Ulf,sandnes-ulf,Sandnes,Football,football,1,0,SAN,,0,929,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,5.0,1.0,3.0,1688827778.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688827781,NO,NO,,1.0,,,,,,2.15,3.75,3.1
tnshu,1,False,,,,False,10934307,1688821200,kristiansund-bk-raufoss,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Raufoss,raufoss,Raufoss,Football,football,1,0,RAU,,0,668,NO,Norway,[],#52b030,#52b030,#ffffff,Kristiansund BK,kristiansund-bk,Kristiansund,Football,football,1,0,KBK,,0,957,NO,Norway,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,1688828150.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688828153,NO,NO,1.0,,,,,,,3.1,3.6,2.15
pnsmr,1,False,,,,False,10934288,1688821200,jerv-sogndal-il,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Sogndal IL,sogndal-il,Sogndal,Football,football,1,0,SIL,,0,665,NO,Norway,[],#52b030,#52b030,#ffffff,Jerv,jerv,Jerv,Football,football,1,0,JER,,0,862,NO,Norway,[],#52b030,#52b030,#ffffff,5.0,5.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1688827879.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688827883,NO,NO,,,,,,,,1.53,4.5,5.75
xnsMn,3,False,,,,False,10934301,1688907600,fredrikstad-fk-kongsvinger,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Fredrikstad FK,fredrikstad-fk,Fredrikstad,Football,football,1,0,FFK,,0,687,NO,Norway,[],#52b030,#52b030,#ffffff,Kongsvinger,kongsvinger,Kongsvinger,Football,football,1,0,KIL,,0,672,NO,Norway,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,1688914533.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688914536,NO,NO,,,,,,,,2.3,3.4,3.1
mnsnn,1,False,,,,False,10934304,1688907600,bryne-fk-moss-fk,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Moss FK,moss-fk,Moss FK,Football,football,1,0,MFK,,0,662,NO,Norway,[],#52b030,#52b030,#ffffff,Bryne FK,bryne-fk,Bryne FK,Football,football,1,0,BRY,,0,663,NO,Norway,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,1688914471.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688914475,NO,NO,,,,,,,,1.95,3.5,4.0
EnsHn,3,False,,,,False,10934310,1688907600,asane-skeid,False,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,1st Division,1st-division,Norway,norway,Football,football,1,5,norway,0,False,False,22,False,False,0,6,15.0,,,100,Ended,finished,Åsane,asane,Åsane,Football,football,1,0,ASA,,0,682,NO,Norway,[],#52b030,#52b030,#ffffff,Skeid,skeid,Skeid,Football,football,1,0,SKE,,0,679,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1688914394.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688914397,NO,NO,,,,,,,,1.85,4.0,3.75
fpsGp,1,False,,,,False,10950933,1688821200,flekkeroy-arendal,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,0,False,False,11085,False,False,0,396,13.0,,,100,Ended,finished,Arendal,arendal,Arendal,Football,football,1,0,ARF,,0,755,NO,Norway,[],#52b030,#52b030,#ffffff,Flekkerøy,flekkeroy,Flekkerøy,Football,football,1,0,FLE,,0,781,NO,Norway,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1688828117.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688828120,NO,NO,,,,,,,,1.18,6.5,10.0
vtsjfd,1,False,,,,False,10950935,1688821200,egersund-fram-larvik,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,0,False,False,11085,False,False,0,396,13.0,,,100,Ended,finished,Egersund,egersund,Egersund,Football,football,1,0,EIK,,0,920,NO,Norway,[],#52b030,#52b030,#ffffff,Fram Larvik,fram-larvik,Fram Larvik,Football,football,1,0,FRA,,0,7759,NO,Norway,[],#52b030,#52b030,#ffffff,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,,,1688824980.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688827875,NO,NO,1.0,,,,,,,1.22,6.0,9.0
hnsIq,1,False,,,,False,10950937,1688821200,notodden-fk-lyn-fk,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,0,False,False,11085,False,False,0,396,13.0,,,100,Ended,finished,Lyn FK,lyn-fk,Lyn,Football,football,1,0,LYN,,0,657,NO,Norway,[],#52b030,#52b030,#ffffff,Notodden FK,notodden-fk,Notodden,Football,football,1,0,NOT,,0,833,NO,Norway,[],#52b030,#52b030,#ffffff,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,1688827742.0,['cardsCode'],1688832134,NO,NO,,,,,,,,1.45,4.33,5.25
OnshWc,1,False,,,,False,10950944,1688832000,aalesund-fk-ii-traeff,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,0,False,False,11085,False,False,0,396,13.0,,,100,Ended,finished,Aalesund FK II,aalesund-fk-ii,Aalesund II,Football,football,1,0,AA2,,0,7307,NO,Norway,[],#52b030,#52b030,#ffffff,Træff,traeff,Træff,Football,football,1,0,TRA,,0,689,NO,Norway,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,,,1688835756.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1']",1688838730,NO,NO,,,,,,,,2.25,3.5,2.62
