customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,homeRedCards,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,aggregatedWinnerCode,previousLegEventId,roundInfo.name,roundInfo.cupRoundType,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.aggregated,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.aggregated,time.injuryTime3,time.injuryTime4,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,homeScore.penalties,awayScore.penalties,coverage,choice_1,choice_X,choice_2
rkbsuOE,2,True,,,1.0,False,10439183,,,1680541200,porto-penafiel,False,Liga Portugal 2,liga-portugal-2,Portugal,portugal,Football,football,1,44,portugal,PT,Liga Portugal 2,liga-portugal-2,Portugal,portugal,Football,football,1,44,portugal,PT,0,239,False,False,False,False,0,280,26.0,100,Ended,finished,Penafiel,penafiel,Penafiel,Football,football,1,0,PEN,,0,3017,PT,Portugal,[],#52b030,#52b030,#ffffff,Porto B,porto-b,FC Porto B,Football,football,1,0,FCP,False,0,74469,PT,Portugal,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,,4.0,1680547839.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680547842,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.25,2.25
PZmsUNr,1,True,,,1.0,False,11142441,,,1680547500,al-arabi-sc-umm-salal-sc,False,Stars League,stars-league,Qatar,qatar,Football,football,1,353,qatar,QA,Stars League,stars-league,Qatar,qatar,Football,football,1,353,qatar,QA,0,825,False,False,False,False,0,4051,18.0,100,Ended,finished,Al-Arabi SC,al-arabi-sc,Al-Arabi,Football,football,1,0,ARA,,0,44444,QA,Qatar,[],#52b030,#52b030,#ffffff,Umm-Salal SC,umm-salal-sc,Umm-Salal,Football,football,1,0,UMM,False,0,32490,QA,Qatar,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1680554579.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680554580,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.2,7.0
hTGbsIPzc,1,True,,,,False,10937703,,,1680624000,fccraiova-1948-uta-arad,False,Cupa României,cupa-romaniei,Romania,romania,Football,football,1,77,romania,RO,Cupa României,cupa-romaniei,Romania,romania,Football,football,1,77,romania,RO,0,355,False,False,False,False,0,1082,27.0,100,Ended,finished,UTA Arad,uta-arad,UTA Arad,Football,football,1,0,UTA,,0,204657,RO,Romania,[],#52b030,#52b030,#ffffff,FC U Craiova 1948,fc-u-craiova-1948,FC U Craiova,Football,football,1,0,CRA,False,0,312033,RO,Romania,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1680631181.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680631185,,,Quarterfinal,4.0,,,,,,,,,,,,,,,,,,,,2.25,3.0,3.1
lXsBX,2,False,,,,False,10387706,,1.0,1680633900,hamilton-academical-raith-rovers,False,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,SX,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,SX,0,206,False,False,False,False,0,55,28.0,100,Ended,finished,Raith Rovers,raith-rovers,Raith Rovers,Football,football,1,0,RAI,,0,2361,SX,Scotland,[],#52b030,#52b030,#ffffff,Hamilton Academical,hamilton-academical,Hamilton,Football,football,1,0,HAM,,0,2376,SX,Scotland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,,,1680637620.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680640776,,,,,,,,,,,,,,,,,,,,,,,,1.53,4.2,5.25
FXsJX,1,False,,,,False,11073886,,,1680633900,stirling-albion-elgin-city,False,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,SX,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,SX,0,209,False,False,False,False,0,57,24.0,100,Ended,finished,Stirling Albion,stirling-albion,Stirling,Football,football,1,0,STI,,0,2384,SX,Scotland,[],#52b030,#52b030,#ffffff,Elgin City,elgin-city,Elgin City,Football,football,1,0,ELG,,0,2380,SX,Scotland,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1680637620.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1680640537,,,,,,,,,,,,,,,,,,,,,,,,1.3,5.0,6.5
OkbsGGn,2,True,,,,False,11041382,,,1680697800,albirex-niigata-singapore-balestier-central,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,SG,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,SG,0,634,False,False,False,False,0,58,,100,Ended,finished,Balestier Central,balestier-central,Balestier Khalsa,Football,football,1,0,BAL,,0,3039,SG,Singapore,[],#52b030,#52b030,#ffffff,Albirex Niigata Singapore,albirex-niigata-singapore,Albirex Niigata,Football,football,1,0,ALB,False,0,34081,SG,Singapore,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,6.0,6.0,4.0,2.0,6.0,3.0,3.0,1680704516.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680704518,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,1.22
tKsQL,3,False,,,,False,10926707,,,1680541200,jonkopings-sodra-orebro-sk,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,False,False,0,27,1.0,100,Ended,finished,Jönköpings Södra,jonkopings-sodra,J-Södra,Football,football,1,0,JON,,0,1841,SE,Sweden,[],#52b030,#52b030,#ffffff,Örebro SK,orebro-sk,Örebro,Football,football,1,0,OSK,,0,1768,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1680548064.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680548067,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.1,2.75
qKseuc,3,True,,,,False,10926708,,,1680541200,afc-eskilstuna-orgryte-is,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,False,False,0,27,1.0,100,Ended,finished,Örgryte IS,orgryte-is,Örgryte,Football,football,1,0,ORG,False,0,1766,SE,Sweden,[],#52b030,#52b030,#ffffff,AFC Eskilstuna,afc-eskilstuna,Eskilstuna,Football,football,1,0,ESK,,0,5954,SE,Sweden,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1680548000.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680548001,,,,,,,,,,,,,,,,,,,,,,,,2.05,3.3,3.2
GKsPM,2,True,,,,False,10926705,,,1680627600,helsingborgs-if-osters-if,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,False,False,0,27,1.0,100,Ended,finished,Helsingborgs IF,helsingborgs-if,Helsingborg,Football,football,1,0,HEL,False,0,1890,SE,Sweden,[],#52b030,#52b030,#ffffff,Östers IF,osters-if,Öster,Football,football,1,0,OST,False,0,1781,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,1680635390.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680635392,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.2,2.7
VYsbab,2,False,,,1.0,False,11108600,,,1680632100,basel-young-boys,False,Schweizer Cup,schweizer-cup,Switzerland,switzerland,Football,football,1,25,switzerland,CH,Schweizer Cup,schweizer-cup,Switzerland,switzerland,Football,football,1,25,switzerland,CH,0,399,False,False,False,False,0,197,28.0,100,Ended,finished,Basel,basel,Basel,Football,football,1,0,FCB,False,0,2501,CH,Switzerland,[],#52b030,#52b030,#ffffff,Young Boys,young-boys,Young Boys,Football,football,1,0,YB,,0,2445,CH,Switzerland,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,6.0,1680638950.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680638954,,,Semifinal,2.0,,,,,,,,,,,,,,,,,,,,3.8,3.75,1.91
lnqsqGB,2,True,,,1.0,False,10913476,,,1680606000,chiangrai-united-port-fc,False,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,0,1032,True,False,False,False,0,7157,25.0,100,Ended,finished,Chiangrai United,chiangrai-united,Chiangrai Utd,Football,football,1,0,CHI,,0,66566,TH,Thailand,[],#52b030,#52b030,#ffffff,Port FC,port-fc,Port FC,Football,football,1,0,POR,False,0,40661,TH,Thailand,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,4.0,5.0,1680612956.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680612958,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.4,2.25
LrosYTJb,1,True,,,1.0,False,11120218,,,1680606000,chonburi-sukhothai,False,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,0,1032,True,False,False,False,0,7157,25.0,100,Ended,finished,Sukhothai,sukhothai,Sukhothai,Football,football,1,0,SUK,,0,212198,TH,Thailand,[],#52b030,#52b030,#ffffff,Chonburi,chonburi,Chonburi,Football,football,1,0,CHO,,0,35886,TH,Thailand,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1680609871.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1680613213,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.3,2.25
WYpsDpzc,1,True,,,1.0,False,10913590,,,1680607800,muang-thong-united-lamphun-warrior,False,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,0,1032,True,False,False,False,0,7157,25.0,100,Ended,finished,Muang Thong United,muang-thong-united,Muang Thong Utd,Football,football,1,0,MUT,False,0,39946,TH,Thailand,[],#52b030,#52b030,#ffffff,Lamphun Warrior,lamphun-warrior,Lamphun Warrior,Football,football,1,0,LAM,,0,310778,TH,Thailand,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,7.0,1680614844.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680614847,,,,,,,,,,,,,,,,,,,,,,,,1.65,3.75,4.5
tJnsQoJ,1,True,,,1.0,False,10913490,,,1680609600,true-bangkok-united-buriram-united,False,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,Thai League 1,thai-league-1,Thailand,thailand,Football,football,1,485,thailand,TH,0,1032,True,False,False,False,0,7157,25.0,100,Ended,finished,True Bangkok United,true-bangkok-united,Bangkok Utd,Football,football,1,0,BGK,False,0,85741,TH,Thailand,[],#52b030,#52b030,#ffffff,Buriram United,buriram-united,Buriram,Football,football,1,0,BUR,False,0,34218,TH,Thailand,[],#52b030,#52b030,#ffffff,4.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,5.0,1680616934.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680616938,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.4,2.15
blbsdmb,1,True,,,4.0,False,11151120,,,1680629400,mke-ankaragucu-trabzonspor,False,"Türkiye Kupası, Knockout stage",turkiye-kupasi-knockout-stage,Turkey,turkey,Football,football,1,46,turkey,TR,Türkiye Kupası,turkiye-kupasi,Turkey,turkey,Football,football,1,46,turkey,TR,0,96,False,False,False,False,0,63,27.0,100,Ended,finished,MKE Ankaragücü,mke-ankaragucu,Ankaragücü,Football,football,1,0,ANK,False,0,3103,TR,Turkey,[],#52b030,#52b030,#ffffff,Trabzonspor,trabzonspor,Trabzonspor,Football,football,1,0,TRA,False,0,3051,TR,Turkey,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,,,1680636717.0,"['time.injuryTime1', 'time.injuryTime2']",1680636777,1.0,,Quarterfinal,4.0,,,,,,,,,,,,,,,,,,,,2.88,3.3,2.38
HcAcsPBfd,2,False,False,False,1.0,False,11154036,,,1680649200,chicago-house-ac-forward-madison-fc,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,110,AET,finished,Forward Madison FC,forward-madison-fc,Forward Madison FC,Football,football,1,0,FOR,,0,312632,US,USA,[],#52b030,#52b030,#ffffff,Chicago House AC,chicago-house-ac,Chicago House,Football,football,1,0,CHI,,0,388840,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,5.0,1681262596.0,"['status.code', 'status.description', 'status.type']",1681263633,,,Round 2,,,,,,0.0,0.0,0.0,,1.0,0.0,1.0,,1.0,2.0,,,,,,2.25,3.4,2.7
gmMbsBBbc,1,False,True,True,1.0,False,11154035,1.0,2.0,1680649200,jacksonville-armada-u23-miami-fc,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,100,Ended,finished,Miami FC,miami-fc,Miami FC,Football,football,1,0,MIA,,0,218106,US,USA,[],#52b030,#52b030,#ffffff,Jacksonville Armada U23,jacksonville-armada-u23,Jacksonville Armada U23,Football,football,1,0,ARM,,0,253826,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,1680653360.0,['time.injuryTime2'],1680656371,,,Round 2,,,,,,,,,,,,,,,,,,,,,1.18,6.0,10.0
vuzcsYend,2,False,True,True,1.0,False,11154037,,,1680649200,one-knoxville-sc-memphis-901-fc,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,110,AET,finished,One Knoxville SC,one-knoxville-sc,ONE Knoxville,Football,football,1,0,ONE,False,0,407748,US,USA,[],#52b030,#52b030,#ffffff,Memphis 901 FC,memphis-901-fc,Memphis 901,Football,football,1,0,MEM,,0,310970,US,USA,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,,,1680657704.0,"['status.code', 'status.description']",1680659090,,,Round 2,,,,,,0.0,0.0,0.0,,0.0,1.0,1.0,,1.0,,,,,,,4.8,4.2,1.5
rHqsafnd,1,False,False,,4.0,False,11171201,,,1680651000,fc-tampa-bay-rowdies-nona-fc,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,100,Ended,finished,FC Tampa Bay Rowdies,fc-tampa-bay-rowdies,Tampa Bay,Football,football,1,0,TAM,,0,41617,US,USA,[],#52b030,#52b030,#ffffff,Nona FC,nona-fc,Nona FC,Football,football,1,0,NON,,0,407750,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1680655170.0,"['status.code', 'status.description', 'status.type']",1680658075,,,Round 2,,,,,,,,,,,,,,,,,,,,,1.12,9.0,11.0
ePisrvKd,1,False,False,,4.0,False,11174448,,,1680652800,savannah-clovers-fc-charleston-battery,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,100,Ended,finished,Charleston Battery,charleston-battery,Charleston Battery,Football,football,1,0,CHA,,0,22004,US,USA,[],#52b030,#52b030,#ffffff,Savannah Clovers FC,savannah-clovers-fc,Savannah Clovers FC,Football,football,1,0,SAV,,0,463517,US,USA,[],#52b030,#52b030,#ffffff,4.0,4.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,,,1680656878.0,"['status.code', 'status.description', 'status.type']",1680659723,,,Round 2,,,,,,,,,,,,,,,,,,,,,1.3,4.75,7.5
JRLbsuvKd,1,False,True,True,1.0,False,11174449,,,1680654600,club-de-lyon-fc-san-antonio-fc,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,110,AET,finished,San Antonio FC,san-antonio-fc,San Antonio,Football,football,1,0,SAN,,0,217134,US,USA,[],#52b030,#52b030,#ffffff,Club de Lyon FC,club-de-lyon-fc,Club de Lyon FC,Football,football,1,0,CLU,,0,463519,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1680663570.0,"['status.code', 'status.description']",1680664680,,,Round 2,,,,,,1.0,0.0,1.0,,0.0,0.0,0.0,,2.0,1.0,,,,,,1.11,10.0,19.0
TwAcshcFc,1,False,True,True,1.0,False,11174451,,1.0,1680660000,oakland-roots-sc-el-farolito,False,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,US Open Cup,us-open-cup,USA,usa,Football,football,1,26,usa,US,0,495,True,False,False,False,0,6814,2.0,100,Ended,finished,Oakland Roots SC,oakland-roots-sc,Oakland Roots,Football,football,1,0,OAK,False,0,325107,US,USA,[],#52b030,#52b030,#ffffff,El Farolito,el-farolito,El Farolito,Football,football,1,0,FAR,,0,313593,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1680664084.0,"['status.code', 'status.description', 'status.type']",1680667121,,,Round 2,,,,,,,,,,,,,,,,,,,,,1.1,9.0,15.0
Eobskak,2,True,,,,False,11163187,,,1680548400,defensor-sporting-racing-de-montevideo,False,"Primera División, Apertura",primera-division-apertura,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,False,False,0,57657,9.0,100,Ended,finished,Racing de Montevideo,racing-de-montevideo,Racing,Football,football,1,0,RCM,,0,25010,UY,Uruguay,[],#52b030,#52b030,#ffffff,Defensor Sporting,defensor-sporting,Defensor,Football,football,1,0,DEF,,0,3229,UY,Uruguay,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1680555334.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680555336,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.2,1.91
KobsxZub,2,True,,,,False,11165409,,,1680559200,plaza-colonia-montevideo-city-torque,False,"Primera División, Apertura",primera-division-apertura,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,False,False,0,57657,9.0,100,Ended,finished,Plaza Colonia,plaza-colonia,Plaza Colonia,Football,football,1,0,PLA,False,0,3235,UY,Uruguay,[],#52b030,#52b030,#ffffff,Montevideo City Torque,montevideo-city-torque,Torque,Football,football,1,0,TOR,False,0,174972,UY,Uruguay,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,6.0,1680566379.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680566382,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.1,2.2
pHfcsxRGc,2,False,,,,False,11188901,,,1680631200,al-bourj-fc-al-wahda-fc,False,Arab Club Championship,arab-club-championship,World,world,Football,football,1,1468,international,,Arab Club Champions Cup,arab-club-champions-cup,World,world,Football,football,1,1468,international,,0,13998,True,False,False,False,0,57050,,100,Ended,finished,Al-Bourj FC,al-bourj-fc,Al-Bourj FC,Football,football,1,0,BOU,,0,329622,LB,Lebanon,[],#52b030,#52b030,#ffffff,Al-Wahda FC,al-wahda-fc,Al-Wahda,Football,football,1,0,ALW,,0,264115,AE,United Arab Emirates,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,,,1680635040.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1680638021,,,,,,,,,,,,,,,,,,,,,,,-1.0,7.5,4.0,1.36
zjtsUvD,1,False,,,,False,11188903,,,1680631200,al-seeb-al-muharraq,False,Arab Club Championship,arab-club-championship,World,world,Football,football,1,1468,international,,Arab Club Champions Cup,arab-club-champions-cup,World,world,Football,football,1,1468,international,,0,13998,True,False,False,False,0,57050,,120,AP,finished,Al Seeb,al-seeb,Al Seeb,Football,football,1,0,ALS,False,0,71044,OM,Oman,[],#52b030,#52b030,#ffffff,Al-Muharraq,al-muharraq,Al-Muharraq,Football,football,1,0,AMS,,0,45474,BH,Bahrain,[],#52b030,#52b030,#ffffff,6.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,,,1680638340.0,"['status.code', 'status.description', 'status.type', 'homeScore.current', 'homeScore.penalties']",1680639415,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-1.0,1.91,3.2,3.75
DBzcsMCzc,1,True,,,,False,11185176,,,1680526800,torino-u20-sassuolo-u18,False,"Viareggio Cup, Knockout Stage",viareggio-cup-knockout-stage,World,world,Football,football,1,1468,international,,Viareggio Cup,viareggio-cup,World,world,Football,football,1,1468,international,,0,1246,False,False,False,False,0,71624,29.0,100,Ended,finished,Sassuolo U18,sassuolo-u18,Sassuolo,Football,football,1,0,SAS,False,0,311328,IT,Italy,[],#52b030,#52b030,#ffffff,Torino U20,torino-u20,Torino,Football,football,1,0,TOR,,0,311387,IT,Italy,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1680533580.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680533583,,,Final,1.0,,,,,,,,,,,,,,,,,,,,2.5,3.4,2.4
